symbol,entry_date,exit_date,type,entry_price,exit_price,pnl,pnl_pct,result
UPPER,2025-09-23,2025-09-24,SELL,192.4,188.4,4.0,2.08,WIN
UPPER,2025-09-25,2025-10-12,BUY,187.1,181.0,-6.1,-3.26,LOSS
UPPER,2025-10-19,2025-10-29,SELL,175.0,179.5,-4.5,-2.57,LOSS
UPPER,2025-10-30,2025-11-13,BUY,180.1,174.0,-6.1,-3.39,LOSS
UPPER,2025-11-16,2025-11-17,SELL,174.0,174.4,-0.4,-0.23,LOSS
UPPER,2025-11-18,2025-11-27,BUY,176.9,183.0,6.1,3.45,WIN
UPPER,2025-12-07,2025-12-08,BUY,175.6,174.7,-0.9,-0.51,LOSS
UPPER,2025-12-09,2025-12-18,SELL,176.6,174.8,1.8,1.02,WIN
USHEC,2025-03-02,2025-03-11,SELL,684.0,640.0,44.0,6.43,WIN
USHEC,2025-04-02,2025-04-10,BUY,610.62,576.94,-33.68,-5.52,LOSS
USHEC,2025-04-17,2025-04-22,SELL,566.94,539.91,27.03,4.77,WIN
USHEC,2025-05-05,2025-05-18,BUY,548.07,475.91,-72.16,-13.17,LOSS
USHEC,2025-05-20,2025-06-03,BUY,489.25,440.34,-48.91,-10.0,LOSS
USHEC,2025-06-10,2025-07-16,BUY,459.6,466.23,6.63,1.44,WIN
USHEC,2025-08-03,2025-08-13,SELL,490.78,467.31,23.47,4.78,WIN
USHEC,2025-08-27,2025-09-21,SELL,472.7,483.22,-10.52,-2.23,LOSS
USHEC,2025-10-07,2025-10-09,BUY,472.0,469.0,-3.0,-0.64,LOSS
USHEC,2025-10-30,2025-11-12,BUY,467.0,485.5,18.5,3.96,WIN
USHEC,2025-11-19,2025-12-03,BUY,470.1,474.9,4.8,1.02,WIN
USHEC,2025-12-10,2025-12-15,SELL,468.0,466.2,1.8,0.38,WIN
USHL,2025-04-02,2025-04-10,BUY,745.63,712.87,-32.76,-4.39,LOSS
USHL,2025-04-17,2025-04-28,BUY,716.12,674.49,-41.63,-5.81,LOSS
USHL,2025-05-25,2025-05-26,BUY,619.71,611.0,-8.71,-1.41,LOSS
USHL,2025-05-27,2025-06-23,BUY,624.0,591.17,-32.83,-5.26,LOSS
USHL,2025-06-30,2025-07-13,BUY,611.5,621.42,9.92,1.62,WIN
USHL,2025-08-03,2025-08-18,SELL,666.4,778.83,-112.43,-16.87,LOSS
USHL,2025-08-21,2025-09-03,BUY,711.98,752.42,40.44,5.68,WIN
USHL,2025-09-04,2025-11-04,SELL,733.94,719.0,14.94,2.04,WIN
USHL,2025-11-05,2025-11-12,BUY,732.0,700.0,-32.0,-4.37,LOSS
USHL,2025-11-13,2025-11-25,SELL,702.9,691.0,11.9,1.69,WIN
USHL,2025-12-02,2025-12-08,BUY,698.0,774.6,76.6,10.97,WIN
VLUCL,2025-03-02,2025-03-05,SELL,750.0,731.0,19.0,2.53,WIN
VLUCL,2025-04-20,2025-05-25,BUY,657.48,612.87,-44.61,-6.78,LOSS
VLUCL,2025-06-10,2025-06-26,BUY,612.69,590.39,-22.3,-3.64,LOSS
VLUCL,2025-06-29,2025-07-22,BUY,603.14,651.59,48.45,8.03,WIN
VLUCL,2025-08-03,2025-08-12,SELL,617.07,605.0,12.07,1.96,WIN
VLUCL,2025-09-25,2025-10-15,BUY,608.0,561.0,-47.0,-7.73,LOSS
VLUCL,2025-10-16,2025-10-19,SELL,561.0,574.9,-13.9,-2.48,LOSS
VLUCL,2025-10-26,2025-10-28,SELL,555.0,575.0,-20.0,-3.6,LOSS
VLUCL,2025-10-29,2025-11-12,BUY,579.8,560.0,-19.8,-3.41,LOSS
VLUCL,2025-11-16,2025-11-18,SELL,560.0,559.0,1.0,0.18,WIN
VLUCL,2025-11-23,2025-12-09,BUY,567.0,604.9,37.9,6.68,WIN
VLUCL,2025-12-14,2025-12-21,BUY,572.0,568.0,-4.0,-0.7,LOSS
